SERIES,INCHIKEY,ISOSMILES,MULTIPLET,FRAGMENTS,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,REOS_violations,DL_score,SA_score,RMSD
13358,MDTZYUZMVYUXMV-LBPRGKRZSA-N,O=C(NCn1c(=O)[nH]c2ccccc21)OCC[C@H]1C=CNCC1,"(pose_E325_0657_08, pose_H241_0941_020)",[1*][C@H]1C=CNCC1.[8*]n1c(=O)n([13*])c2ccccc21.[1*]CCOC(=O)NC[8*],316.361,1.527,5,3,4,0.78,1,88.15,0.479,0.911,0.756,0.269,0.449,0.272,0.213,0.282,0.155,0.608,0.491,0.085,0.187,0.642,1.0,0.008,0.011,0.568,0.046,0.014,0.162,0.011,0.565,0.228,0.286,0.032,0.154,0.035,0.082,0.472,0.545,-4.999,24.549,0.887,-21.224,-14.574,2.583,0.986,76.043,-2.75,-7.524,45.87,38.93,59.112,77.259,63.804,86.119,54.808,59.325,81.427,68.941,43.854,74.292,81.66,74.37,76.851,73.323,69.678,61.458,79.682,32.959,64.793,61.807,83.753,42.807,26.406,94.184,59.558,44.164,73.323,62.505,37.107,62.97,70.182,74.99,89.531,49.36,72.974,55.06,66.266,48.972,37.689,29.818,7.522,11.245,53.897,42.109,50.679,55.68,3.412,0,0.866,3.609,0.44
10235,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_014, pose_H241_0874_014)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[8*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.44
11439,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_02, pose_H241_0874_021)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[12*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.44
43567,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_04, pose_H241_0929_023)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.44
44996,UMDTVSQXXUMZBQ-LLVKDONJSA-L,O=C1[C@H](Cl)CN=CN1COP(=O)([O-])OP(=O)([O-])OCc1ccc(Cl)cc1,"(pose_E325_0707_016, pose_H241_0937_019)",[1*]c1ccc(Cl)cc1.[9*]=C1N=CN([14*])C(=O)[C@@H]1Cl.[1*]COP(=O)([O-])OP(=O)([O-])OC[14*],445.088,1.262,9,0,4,0.43,3,140.62,0.319,0.858,0.84,0.099,0.532,0.224,0.141,0.113,0.456,0.597,0.296,0.358,0.112,0.562,0.966,0.014,0.038,0.051,0.073,0.046,0.296,0.013,0.798,0.201,0.309,0.013,0.008,0.076,0.02,0.396,0.231,-5.339,41.141,10.137,7.499,-8.59,3.438,2.168,78.252,-1.862,0.539,74.525,35.595,86.254,11.768,63.804,37.805,75.436,82.881,68.127,62.195,58.589,59.829,85.072,66.576,70.841,52.113,84.606,60.527,72.16,78.751,53.742,57.348,32.648,57.542,66.072,61.419,67.584,74.796,88.329,65.335,54.052,61.458,72.005,60.644,39.977,60.101,48.817,47.15,45.522,29.818,54.75,40.713,50.64,60.411,91.47,63.591,54.207,71.384,41.218,0,0.862,4.939,0.44
11243,IIUQBKFQNRDLDL-LBPRGKRZSA-L,Cc1csc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_018, pose_H241_0940_022)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],395.31,2.056,9,1,4,0.631,3,119.98,0.084,0.834,0.815,0.036,0.468,0.279,0.118,0.251,0.545,0.615,0.275,0.118,0.058,0.419,0.991,0.007,0.057,0.056,0.041,0.042,0.366,0.004,0.855,0.177,0.105,0.002,0.01,0.032,0.005,0.295,0.232,-5.268,63.312,24.42,35.08,-7.569,4.759,1.399,79.1,-0.619,1.533,64.405,46.491,86.254,36.681,63.804,64.56,75.436,78.054,29.74,59.364,53.432,48.236,82.706,75.184,68.282,70.725,87.049,62.35,70.997,42.536,39.977,48.817,42.148,38.813,76.347,62.97,57.697,72.354,91.508,46.762,60.178,59.636,45.87,32.648,43.117,48.158,27.801,34.82,45.599,33.346,72.741,56.96,79.411,70.221,99.884,48.856,55.603,87.747,50.019,1,0.859,5.28,0.44
12308,ZTTZGVNWMPKQSK-LBPRGKRZSA-N,Cc1cscc1C(=O)NCC(=O)NCC[C@H]1C=CNCC1,"(pose_E325_0657_022, pose_H241_0940_011)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].*C(C(=O)NCC[1*])N(*)C([16*])=O,307.419,1.416,4,3,4,0.744,1,70.23,0.236,0.821,0.827,0.103,0.283,0.181,0.035,0.229,0.098,0.579,0.413,0.233,0.108,0.38,0.999,0.022,0.031,0.05,0.029,0.02,0.211,0.007,0.766,0.05,0.191,0.009,0.047,0.02,0.025,0.708,0.235,-5.399,70.812,22.887,8.807,-11.222,2.671,0.749,57.713,-1.867,-2.78,42.807,37.767,46.472,77.259,63.804,81.233,54.808,46.53,58.007,57.852,55.525,60.566,71.19,58.278,48.817,69.174,61.729,58.317,76.968,63.707,52.889,46.142,63.242,68.592,59.674,61.07,52.152,53.354,81.155,55.138,50.911,42.381,60.101,53.703,73.866,41.644,52.734,76.774,45.832,27.181,77.433,55.797,52.385,34.044,60.256,37.805,29.43,71.307,17.332,0,0.855,3.64,0.44
10544,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_017, pose_H241_0874_06)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[12*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.44
10239,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_014, pose_H241_0874_09)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.45
44973,JISAKWZUWSDPHQ-UHFFFAOYSA-N,CC(NC(=O)Cc1ccc(Cl)cc1)C(=O)N(C)c1c[nH]nn1,"(pose_E325_0707_016, pose_H241_0929_07)",[1*]c1ccc(Cl)cc1.[9*]c1cn([13*])nn1.*CC(NC(=O)C[1*])C(=O)N([9*])C,321.768,1.168,4,2,4,0.864,1,90.98,0.073,0.819,0.92,0.033,0.608,0.238,0.052,0.024,0.032,0.636,0.304,0.276,0.046,0.845,1.0,0.003,0.004,0.089,0.017,0.002,0.063,0.002,0.718,0.031,0.098,0.003,0.01,0.015,0.005,0.426,0.022,-5.098,51.076,12.765,20.23,-14.783,2.515,1.684,71.537,-3.237,17.801,47.266,34.781,46.472,60.857,63.804,96.82,54.808,61.574,26.522,57.658,79.953,46.956,88.135,69.058,54.478,17.565,43.04,65.025,72.625,69.368,34.005,75.572,73.943,22.761,10.624,69.756,44.552,12.33,34.897,35.207,47.615,36.72,43.466,38.154,43.815,38.62,28.383,50.523,14.541,42.613,62.97,43.428,67.313,10.198,49.089,54.091,45.444,45.754,97.325,0,0.866,3.177,0.45
12163,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_022, pose_H241_0874_09)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[12*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.45
41998,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_019, pose_H241_0929_03)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.45
13031,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_07, pose_H241_0874_06)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[8*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.45
42000,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_019, pose_H241_0929_07)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.45
13030,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_07, pose_H241_0874_05)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.45
9575,ZTTZGVNWMPKQSK-LBPRGKRZSA-N,Cc1cscc1C(=O)NCC(=O)NCC[C@H]1C=CNCC1,"(pose_E325_0657_010, pose_H241_0940_024)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].*C(C(=O)NCC[1*])N(*)C([16*])=O,307.419,1.416,4,3,4,0.744,1,70.23,0.236,0.821,0.827,0.103,0.283,0.181,0.035,0.229,0.098,0.579,0.413,0.233,0.108,0.38,0.999,0.022,0.031,0.05,0.029,0.02,0.211,0.007,0.766,0.05,0.191,0.009,0.047,0.02,0.025,0.708,0.235,-5.399,70.812,22.887,8.807,-11.222,2.671,0.749,57.713,-1.867,-2.78,42.807,37.767,46.472,77.259,63.804,81.233,54.808,46.53,58.007,57.852,55.525,60.566,71.19,58.278,48.817,69.174,61.729,58.317,76.968,63.707,52.889,46.142,63.242,68.592,59.674,61.07,52.152,53.354,81.155,55.138,50.911,42.381,60.101,53.703,73.866,41.644,52.734,76.774,45.832,27.181,77.433,55.797,52.385,34.044,60.256,37.805,29.43,71.307,17.332,0,0.855,3.64,0.45
10877,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_018, pose_H241_0874_020)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.46
10129,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_013, pose_H241_0874_01)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[12*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.46
12163,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_022, pose_H241_0874_09)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[12*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.46
10386,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_016, pose_H241_0874_03)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[12*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.46
13212,RSTDSFSRYPWVGB-LBPRGKRZSA-N,C1=C[C@H](OCCCCCCOc2c[nH]nn2)CCN1,"(pose_E325_0657_07, pose_H241_0929_03)",[1*][C@H]1C=CNCC1.[8*]c1cn([12*])nn1.[1*]OCCCCCCO[8*],266.345,1.636,5,2,4,0.665,1,72.06,0.604,0.837,0.911,0.242,0.362,0.073,0.085,0.279,0.085,0.536,0.253,0.149,0.18,0.514,1.0,0.001,0.005,0.149,0.069,0.009,0.074,0.012,0.76,0.114,0.167,0.011,0.11,0.042,0.029,0.743,0.246,-4.984,72.757,7.266,-23.641,-10.115,2.544,0.677,69.568,-2.506,3.091,31.408,40.752,59.112,60.857,63.804,69.252,54.808,47.228,88.096,59.674,76.968,72.78,76.735,26.406,62.737,72.974,59.015,54.789,69.484,48.546,63.862,54.75,76.813,8.879,14.347,77.433,66.693,34.316,41.877,64.095,50.523,53.315,56.417,56.883,85.77,51.803,55.37,79.139,46.762,49.981,78.907,37.301,6.126,45.289,51.105,36.914,43.04,60.721,61.691,1,0.889,4.023,0.46
